account_number,acct_name,cusip,asset_name,shares,market_value
7957222,Cambiar Investors,251542106,DEUTSCHE BOERSE AG UNSPONSORED,68831,920959
7957222,Cambiar Investors,25157Y202,DEUTSCHE POST AG SPONSORED,19550,754141
7957222,Cambiar Investors,23328E106,DNB ASA SPONSORED,43308,791670
7957222,Cambiar Investors,268780103,E ON SE SPONSORED,79289,836499
7957222,Cambiar Investors,29286D105,ENGIE SPONSORED,57550,912743
7957222,Cambiar Investors,297284200,ESSILOR INTL,13050,895491
7957222,Cambiar Investors,31188H101,FAST RETAILING CO UNSPONSORED,20989,906515
7957222,Cambiar Investors,404280406,HSBC HOLDINGS PLC SPONSORED,18859,919753
7957222,Cambiar Investors,46115H107,INTESA SANPAOLO SPONSORED,41554,757945
7957222,Cambiar Investors,48137C108,JULIUS BAER GROUP LTD UNSPONSORED,74355,878876
7957222,Cambiar Investors,780249108,KONINKLIJKE DSM NV SPONSORED,36587,928395
7957222,Cambiar Investors,539439109,LLOYDS BANKING GROUP PLC-SPONSORED,238410,805826
7957222,Cambiar Investors,684060106,ORANGE,47185,795067
7957222,Cambiar Investors,689164101,OTSUKA HOLDINGS LIMITED,34390,860266
7957222,Cambiar Investors,718172109,PHILIP MORRIS INTL INC,8967,701040
7957222,Cambiar Investors,771195104,ROCHE HOLDING LTD SPONSORED,30055,822786
7957222,Cambiar Investors,780259206,ROYAL DUTCH SHELL PLC SPONSORED,14208,990298
7957222,Cambiar Investors,803054204,SAP SE SPONSORED,8503,967046
7957222,Cambiar Investors,806857108,SCHLUMBERGER LTD,17199,1186043
7957222,Cambiar Investors,813113206,SECOM LTD UNSPONSORED,47018,874065
7957222,Cambiar Investors,81783H105,SEVEN & I HOLDINGS UNSPONSORED,40729,894002
7957222,Cambiar Investors,83175M205,SMITH & NEPHEW PLC SPONSORED,22615,820698
7957222,Cambiar Investors,86562M209,SUMITOMO MITSUI FINL GROUP SPONSORED,155984,1307146
7957222,Cambiar Investors,890880206,TORAY INDS,43531,723050
7957222,Cambiar Investors,89151E109,TOTAL S.A. SPONSORED,14746,903930
7957223,Apex Capital Mgmt,004498101,ACI WORLDWIDE INC,22074,538606
7957223,Apex Capital Mgmt,007973100,ADVANCED ENERGY INDS INC,6713,446616
7957223,Apex Capital Mgmt,040413106,ARISTA NETWORKS INC,4798,1253334
7957223,Apex Capital Mgmt,052800109,AUTOLIV INC,4063,611644
7957223,Apex Capital Mgmt,G0750C108,AXALTA COATING SYSTEMS LTD,17994,566451
7957223,Apex Capital Mgmt,063904106,BANK OF THE OZARKS,11687,558171
7957223,Apex Capital Mgmt,08579W103,BERRY GLOBAL GROUP INC,11462,552468
7957223,Apex Capital Mgmt,099724106,BORG WARNER AUTOMOTIVE INC,12615,630119
7957223,Apex Capital Mgmt,11133T103,BROADRIDGE FINL SOLUTIONS INC,9431,1096637
7957223,Apex Capital Mgmt,12685J105,CABLE ONE INC,492,320533
7957223,Apex Capital Mgmt,132011107,CAMBREX CORP,5349,245787
7957223,Apex Capital Mgmt,12504L109,CBRE GROUP INC,19978,920386
7957223,Apex Capital Mgmt,16411R208,CHENIERE ENERGY INC,8280,546480
7957223,Apex Capital Mgmt,16949N109,CHINA LODGING GROUP SPONSORED,16720,758419
7957223,Apex Capital Mgmt,217204106,COPART INC,18139,1007984
7957223,Apex Capital Mgmt,224399105,CRANE CO,6896,577816
7957223,Apex Capital Mgmt,25278X109,DIAMONDBACK ENERGY INC,4521,522176
7957223,Apex Capital Mgmt,25659T107,DOLBY LABORATORIES INC,13802,869112
7957223,Apex Capital Mgmt,25754A201,DOMINOS PIZZA INC,2629,664743
7957223,Apex Capital Mgmt,265504100,DUNKIN BRANDS GROUP INC,9564,609992
7957223,Apex Capital Mgmt,26969P108,EAGLE MATERIALS INC,5184,560701
7957223,Apex Capital Mgmt,29084Q100,EMCOR GROUP INC,8474,650803
7957223,Apex Capital Mgmt,29362U104,ENTEGRIS INC,24373,878647
7957223,Apex Capital Mgmt,29404K106,ENVESTNET INC,6167,331168
7957223,Apex Capital Mgmt,29977A105,EVERCORE INC CL A,4671,492323
7957223,Apex Capital Mgmt,34959E109,FORTINET INC,14525,900550
7957223,Apex Capital Mgmt,384109104,GRACO INC,16025,734266
7957223,Apex Capital Mgmt,400110102,GRUBHUB INC,8694,936952
7957223,Apex Capital Mgmt,40171V100,GUIDEWIRE SOFTWARE INC,6156,577433
7957223,Apex Capital Mgmt,43283X105,HILTON GRAND VACATIONS INC,12841,519162
7957223,Apex Capital Mgmt,44919P508,IAC INTERACTIVECORP,4031,638914
7957223,Apex Capital Mgmt,G4705A100,ICON PLC,6468,847502
7957223,Apex Capital Mgmt,44930G107,ICU MED INC,2771,819662
7957223,Apex Capital Mgmt,462222100,IONIS PHARMACEUTICALS INC,9412,438693
7957223,Apex Capital Mgmt,G50871105,JAZZ PHARMACEUTICALS PLC.,4901,836846
7957223,Apex Capital Mgmt,524901105,LEGG MASON INC,8118,305399
7957223,Apex Capital Mgmt,531229854,LIBERTY FORMULA ONE CL C,13299,427696
7957223,Apex Capital Mgmt,535919401,LIONS GATE ENTERTAINMENT CL A,9778,232619
7957223,Apex Capital Mgmt,536797103,LITHIA MOTORS INC-CLASS A,3473,339208
7957223,Apex Capital Mgmt,538034109,"LIVE NATION ENTERTAINMENT, INC.",20275,883382
7957223,Apex Capital Mgmt,58733R102,MERCADOLIBRE INC,2840,842514
7957223,Apex Capital Mgmt,596278101,MIDDLEBY CORP,4462,444281
7957223,Apex Capital Mgmt,60877T100,MOMENTA PHARMACEUTICALS INC,17820,436590
7957223,Apex Capital Mgmt,63938C108,NAVIENT CORP,28713,410596
7957223,Apex Capital Mgmt,655663102,NORDSON CORP,5397,683908
7957223,Apex Capital Mgmt,67059N108,NUTANIX INC CL A,22153,1256518
7957223,Apex Capital Mgmt,679580100,OLD DOMINION FREIGHT LINE INC,3814,607799
7957223,Apex Capital Mgmt,739276103,POWER INTEGRATIONS INC,5924,449039
7957223,Apex Capital Mgmt,74112D101,PRESTIGE BRANDS,13048,439718
7957223,Apex Capital Mgmt,745867101,PULTE GROUP INC,38177,1159054
7957223,Apex Capital Mgmt,759351604,REINSURANCE GROUP OF AMERICA INC,5846,877602
7957223,Apex Capital Mgmt,74978Q105,RSP PERMIAN INC,8061,331226
7957223,Apex Capital Mgmt,78667J108,SAGE THERAPEUTICS INC,3489,535143
7957223,Apex Capital Mgmt,848637104,SPLUNK INC,8458,963789
7957223,Apex Capital Mgmt,868157108,SUPERIOR ENERGY SERVICES INC,14090,146818
7957223,Apex Capital Mgmt,868459108,SUPERNUS PHARMACEUTICALS INC,13420,774334
7957223,Apex Capital Mgmt,88076W103,TERADATA CORP,16330,648301
7957223,Apex Capital Mgmt,891906109,TOTAL SYSTEM SERVICES INC,10663,919577
7957223,Apex Capital Mgmt,892356106,TRACTOR SUPPLY CO,9119,685110
7957223,Apex Capital Mgmt,896239100,TRIMBLE INC,20736,713526
7957223,Apex Capital Mgmt,896945201,TRIPADVISOR INC,7975,440300
7957223,Apex Capital Mgmt,90385D107,ULTIMATE SOFTWARE GROUP INC,2680,712719
7957223,Apex Capital Mgmt,911363109,UNITED RENTALS INC,6257,1021580
7957223,Apex Capital Mgmt,91879Q109,VAIL RESORTS INC,2305,565785
7957223,Apex Capital Mgmt,922475108,VEEVA SYSTEMS INC,11628,927682
7957223,Apex Capital Mgmt,929740108,WABTEC CORP,5840,583474
7957223,Apex Capital Mgmt,957638109,WESTERN ALLIANCE BANCORPORATION,11013,673885
7957223,Apex Capital Mgmt,98310W108,WYNDHAM DESTINATIONS INC,6014,292942
7957223,Apex Capital Mgmt,98311A105,WYNDHAM HOTELS & RESORTS INC,6014,369260
7961640,Loomis Sayles,007800105,AEROJET ROCKETDYNE HOLDINGS INC,6509,189737
7961640,Loomis Sayles,011659109,ALASKA AIR GROUP INC,2365,143934
7961640,Loomis Sayles,G0176J109,ALLEGION PLC,2486,193635
7961640,Loomis Sayles,018581108,ALLIANCE DATA SYSTEMS CORP,819,171908
7961640,Loomis Sayles,030420103,AMERICAN WATER WORKS CO INC,3860,317022
7961640,Loomis Sayles,030506109,AMERICAN WOODMARK CORP,1213,124575
7961640,Loomis Sayles,001744101,AMN HEALTHCARE SVCS INC,2854,161965
7961640,Loomis Sayles,032095101,AMPHENOL CORP,2335,206344
7961640,Loomis Sayles,03475V101,ANGIODYNAMICS INC,2556,53906
7961640,Loomis Sayles,03755L104,APERGY CORP,2049,84521
7961640,Loomis Sayles,039380407,ARCH COAL INC CL A,1344,112641
7961640,Loomis Sayles,03965L100,ARCONIC INC,5105,90614
7961640,Loomis Sayles,04010L103,ARES CAPITAL CORP,10506,177867
7961640,Loomis Sayles,04247X102,ARMSTRONG WORLD INDUSTRIES INC,3170,194955
7961640,Loomis Sayles,063904106,BANK OF THE OZARKS,2386,113955
7961640,Loomis Sayles,09215C105,BLACK KNIGHT INC,4353,220697
7961640,Loomis Sayles,099502106,BOOZ ALLEN HAMILTON HLDG,6150,275643
7961640,Loomis Sayles,05605H100,BWX TECHNOLOGIES INC,4619,311552
7961640,Loomis Sayles,12674R100,C&J ENERGY SERVICES INC,3961,103382
7961640,Loomis Sayles,127686103,CAESARS ENTERTAINMENT CORP.,17450,209400
7961640,Loomis Sayles,132011107,CAMBREX CORP,3245,149108
7961640,Loomis Sayles,148806102,CATALENT INC,6278,248860
7961640,Loomis Sayles,192479103,COHERENT INC,599,99781
7961640,Loomis Sayles,206787103,CONDUENT INC,17838,344809
7961640,Loomis Sayles,22163N106,COTT CORPORATION,10466,169340
7961640,Loomis Sayles,23283R100,CYRUSONE INC,4801,269576
7961640,Loomis Sayles,24703L103,DELL TECHNOLOGIES INC CL V,2232,189385
7961640,Loomis Sayles,25659T107,DOLBY LABORATORIES INC,2772,174553
7961640,Loomis Sayles,29355X107,ENPRO INDUSTRIES INC,2131,154689
7961640,Loomis Sayles,298736109,EURONET WORLDWIDE INC,2308,194795
7961640,Loomis Sayles,31620R303,FNF GROUP,3910,147251
7961640,Loomis Sayles,36555P107,GARDNER DENVER HOLDINGS INC,5821,188251
7961640,Loomis Sayles,36164V305,GCI LIBERTY INC CL A,4871,202390
7961640,Loomis Sayles,36164Y101,GCP APPLIED TECHNOLOGIES INC,6353,203296
7961640,Loomis Sayles,371559105,GENESEE & WYOMING INC CL A,2839,224338
7961640,Loomis Sayles,436440101,HOLOGIC INC,2750,104775
7961640,Loomis Sayles,436893200,HOME BANCSHARES,9892,229890
7961640,Loomis Sayles,445658107,HUNT JB TRANS SVCS,1843,238927
7961640,Loomis Sayles,44919P508,IAC INTERACTIVECORP,2599,411942
7961640,Loomis Sayles,G4705A100,ICON PLC,2790,365574
7961640,Loomis Sayles,44967H101,ILG INC,8978,310010
7961640,Loomis Sayles,45688C107,INGEVITY CORP,3098,238763
7961640,Loomis Sayles,477839104,JOHN BEAN TECHNOLOGIES CORP,1806,159921
7961640,Loomis Sayles,48282T104,KADANT INC,3572,349520
7961640,Loomis Sayles,48238T109,KAR AUCTION SERVICES INC,1895,100643
7961640,Loomis Sayles,49338L103,KEYSIGHT TECHNOLOGIES INC,4056,242589
7961640,Loomis Sayles,513272104,LAMB WESTON HOLDINGS INC,3156,202331
7961640,Loomis Sayles,50189K103,LCI INDUSTRIES,2014,168068
7961640,Loomis Sayles,530307107,LIBERTY BROADBAND - SER A,1750,119473
7961640,Loomis Sayles,531229607,LIBERTY SIRIUSXM GROUP CL C,7307,338314
7961640,Loomis Sayles,537008104,LITTELFUSE INC,822,177437
7961640,Loomis Sayles,538034109,"LIVE NATION ENTERTAINMENT, INC.",5672,247129
7961640,Loomis Sayles,G5876H105,MARVELL TECHNOLOGY GROUP LTD,11904,263912
7961640,Loomis Sayles,592688105,METTLER-TOLEDO INTERNATIONAL INC,219,124611
7961640,Loomis Sayles,595017104,MICROCHIP TECHNOLOGY INC,2168,219076
7961640,Loomis Sayles,59522J103,MID-AMER APARTMENT COMM,1997,188816
7961640,Loomis Sayles,631103108,NASDAQ INC,3755,345798
7961640,Loomis Sayles,655044105,NOBLE ENERGY INC,6931,247090
7961640,Loomis Sayles,G6700G107,NVENT ELECTRIC PLC,7390,198052
7961640,Loomis Sayles,695156109,PACKAGING CORP OF AMERICA,1969,236359
7961640,Loomis Sayles,733174700,POPULAR INC,3428,157722
7961640,Loomis Sayles,737446104,POST HOLDINGS INC,2925,227243
7961640,Loomis Sayles,74112D101,PRESTIGE BRANDS,1769,59615
7961640,Loomis Sayles,743606105,PROSPERITY BANCSHARES INC,2398,175246
7961640,Loomis Sayles,74915M100,QURATE RETAIL INC,10109,204404
7961640,Loomis Sayles,754730109,RAYMOND JAMES FINANCIAL INC,3746,366958
7961640,Loomis Sayles,75524B104,RBC BEARINGS INC,1723,220613
7961640,Loomis Sayles,759351604,REINSURANCE GROUP OF AMERICA INC,1888,283427
7961640,Loomis Sayles,759509102,RELIANCE STEEL & ALUMINUM CO,2135,201224
7961640,Loomis Sayles,749660106,RPC INC,5005,79680
7961640,Loomis Sayles,81761R109,SERVICEMASTER GLOBAL HOLDINGS,5360,305734
7961640,Loomis Sayles,82669G104,SIGNATURE BANK,1994,255292
7961640,Loomis Sayles,83001A102,SIX FLAGS ENTERTAINMENT CORPORATION,1653,109478
7961640,Loomis Sayles,840441109,SOUTH STATE CORPORATION,2626,237916
7961640,Loomis Sayles,84763R101,SPECTRUM BRANDS HOLDINGS INC,1954,159661
