account_number,acct_name,cusip,asset_name,shares,market_value
'350021000849,IRON WORKERS 451 ANNUITY,44107P104,HOST HOTELS & RESORTS INC REIT,5000,93500
'350021000849,IRON WORKERS 451 ANNUITY,45337C102,INCYTE CORPORATION,1400,132482
'350021000849,IRON WORKERS 451 ANNUITY,'458140100,INTEL CORP,3700,191586
'350021000849,IRON WORKERS 451 ANNUITY,46266C105,IQVIA HOLDINGS INC,1600,169088
'350021000849,IRON WORKERS 451 ANNUITY,'477839104,JOHN BEAN TECHNOLOGY,1000,120100
'350021000849,IRON WORKERS 451 ANNUITY,'478160104,JOHNSON & JOHNSON,1300,174655
'350021000849,IRON WORKERS 451 ANNUITY,46625H100,JPMORGAN CHASE & CO,2700,313875
'350021000849,IRON WORKERS 451 ANNUITY,48666K109,KB HOME,5000,149650
'350021000849,IRON WORKERS 451 ANNUITY,'489170100,KENNAMETAL INC,1300,58357
'350021000849,IRON WORKERS 451 ANNUITY,'500754106,KRAFT HEINZ CO/THE,1250,84213
'350021000849,IRON WORKERS 451 ANNUITY,'525327102,LEIDOS HOLDINGS INC-W/I,2400,166320
'350021000849,IRON WORKERS 451 ANNUITY,'539830109,LOCKHEED MARTIN CORP,450,150057
'350021000849,IRON WORKERS 451 ANNUITY,54142L109,LOGMEIN INC,900,114750
'350021000849,IRON WORKERS 451 ANNUITY,'574599106,MASCO CORP,2900,122641
'350021000849,IRON WORKERS 451 ANNUITY,57636Q104,MASTERCARD INC CL A,1200,217212
'350021000849,IRON WORKERS 451 ANNUITY,58933Y105,MERCK & CO INC,2700,149499
'350021000849,IRON WORKERS 451 ANNUITY,'552953101,MGM RESORTS INTERNATIONAL,4000,143160
'350021000849,IRON WORKERS 451 ANNUITY,'595112103,MICRON TECHNOLOGY INC,4000,237720
'350021000849,IRON WORKERS 451 ANNUITY,'594918104,MICROSOFT CORP,4300,405963
'350021000849,IRON WORKERS 451 ANNUITY,61174X109,MONSTER BEVERAGE CORPORATION,2300,134987
'350021000849,IRON WORKERS 451 ANNUITY,65339F101,NEXTERA ENERGY INC,1000,154670
'350021000849,IRON WORKERS 451 ANNUITY,'670346105,NUCOR CORP,1000,67530
'350021000849,IRON WORKERS 451 ANNUITY,N6596X109,NXP SEMICONDUCTORS ISIN NL0009538784 SEDOL B505PN7,600,73578
'350021000849,IRON WORKERS 451 ANNUITY,68213N109,OMNICELL INC,2500,111375
'350021000849,IRON WORKERS 451 ANNUITY,'713448108,PEPSICO INC,1300,147680
'350021000849,IRON WORKERS 451 ANNUITY,'717081103,PFIZER INC,5000,183750
'350021000849,IRON WORKERS 451 ANNUITY,72348P104,PINNACLE FOODS INC,2300,131399
'350021000849,IRON WORKERS 451 ANNUITY,'693475105,PNC FINANCIAL SERVICES GROUP INC,1300,208637
'350021000849,IRON WORKERS 451 ANNUITY,'742718109,PROCTER & GAMBLE CO,1100,87692
'350021000849,IRON WORKERS 451 ANNUITY,'693656100,PVH CORP,1100,157674
'350021000849,IRON WORKERS 451 ANNUITY,V7780T103,ROYAL CARRIBEAN CRUISES LTD SEDOL 2754907 ISIN LR0008862868,1250,157438
'350021000849,IRON WORKERS 451 ANNUITY,'806857108,SCHLUMBERGER LTD SEDOL 2779201 ISIN AN8068571086,600,40284
'350021000849,IRON WORKERS 451 ANNUITY,'808513105,SCHWAB CHARLES CORP NEW,2700,153036
'350021000849,IRON WORKERS 451 ANNUITY,81762P102,SERVICE NOW INC,1100,191356
'350021000849,IRON WORKERS 451 ANNUITY,82509L107,SHOPIFY INC - A W/I SEDOL BXDZ9Z0 ISIN CA82509L1076,1300,188916
'350021000849,IRON WORKERS 451 ANNUITY,'830566105,SKECHERS U S A INC CL A,3900,159627
'350021000849,IRON WORKERS 451 ANNUITY,'858119100,STEEL DYNAMICS INC,2000,94480
'350021000849,IRON WORKERS 451 ANNUITY,'883556102,THERMO FISHER SCIENTIFIC INC,750,161340
'350021000849,IRON WORKERS 451 ANNUITY,'885160101,THOR INDUSTRIES INC,800,99120
'350021000849,IRON WORKERS 451 ANNUITY,'872590104,T-MOBILE US INC,2600,168948
'350021000849,IRON WORKERS 451 ANNUITY,88339J105,TRADE DESK INC/THE -CLASS A,3000,173850
'350021000849,IRON WORKERS 451 ANNUITY,91324P102,UNITEDHEALTH GROUP INC,800,181552
'350021000849,IRON WORKERS 451 ANNUITY,92343V104,VERIZON COMMUNICATIONS INC,2200,107030
'350021000849,IRON WORKERS 451 ANNUITY,94106L109,WASTE MANAGEMENT INC,1600,138656
'350021000849,IRON WORKERS 451 ANNUITY,96208T104,WEX INC,1200,189336
'350021000849,IRON WORKERS 451 ANNUITY,'962166104,WEYERHAEUSER CO,3100,110205
'350021000849,IRON WORKERS 451 ANNUITY,'983793100,XPO LOGISTICS INC,1750,180180
'350021000849,IRON WORKERS 451 ANNUITY,'989207105,ZEBRA TECHNOLOGIES CORP CLASS A,1400,201880
'350021000849,IRON WORKERS 451 ANNUITY,98978V103,ZOETIS INC,2500,211475
