account_number,acct_name,cusip,asset_name,shares,market_value
919957,WESTFIELD CAPITAL,163092109,CHEGG INC USD 0.001,6140,171920
919957,WESTFIELD CAPITAL,171779309,CIENA CORP USD 0.01,40570,962726
919957,WESTFIELD CAPITAL,189464100,CLOVIS ONCOLOGY INC USD 0.001,6790,317636
919957,WESTFIELD CAPITAL,189464100,CLOVIS ONCOLOGY INC USD 0.001,15040,703571
919957,WESTFIELD CAPITAL,204166102,COMMVAULT SYS INC USD 0.01,22150,1548285
919957,WESTFIELD CAPITAL,282914100,8X8 INC NEW USD 0.001,23920,459264
919957,WESTFIELD CAPITAL,359694106,FULLER H B CO USD 1.0,10996,574101
919957,WESTFIELD CAPITAL,359694106,FULLER H B CO USD 1.0,20154,1052240
919957,WESTFIELD CAPITAL,407497106,HAMILTON LANE INC USD 0.001,14460,697117
919957,WESTFIELD CAPITAL,422806208,HEICO CORP NEW USD 0.01,20760,1603710
919957,WESTFIELD CAPITAL,457985208,INTEGRA LIFESCIENCES HLDGS USD 0.01,34590,2163605
919957,WESTFIELD CAPITAL,458118106,INTEGRATED DEVICE TECHNOL USD 0.001,53160,1824451
919957,WESTFIELD CAPITAL,482539103,KLX INC USD 0.01,26290,1906551
919957,WESTFIELD CAPITAL,488401100,KEMPER CORP DEL USD 0.1,8490,670710
919957,WESTFIELD CAPITAL,535919500,LIONS GATE ENTMT CORP NPV,43383,959632
919957,WESTFIELD CAPITAL,536797103,LITHIA MTRS INC NPV,9085,894418
919957,WESTFIELD CAPITAL,553498106,MSA SAFETY INC NPV,9650,929874
919957,WESTFIELD CAPITAL,574795100,MASIMO COR COM STK USD0.001,25380,2531147
919957,WESTFIELD CAPITAL,584688105,MEDICINES CO USD 0.001,43320,1498439
919957,WESTFIELD CAPITAL,609839105,MONOLITHIC PWR SYS INC USD 0.001,290,39057
919957,WESTFIELD CAPITAL,609839105,MONOLITHIC PWR SYS INC USD 0.001,6090,820201
919957,WESTFIELD CAPITAL,640268108,NEKTAR THE COM USD0.0001,13754,723048
919957,WESTFIELD CAPITAL,653656108,NICE LTD ADR,12380,1337907
919957,WESTFIELD CAPITAL,702149105,PARTY CITY HOLDCO INC USD 0.01,23169,346377
919957,WESTFIELD CAPITAL,702149105,PARTY CITY HOLDCO INC USD 0.01,46551,695937
919957,WESTFIELD CAPITAL,743424103,PROOFPOINT INC USD 0.0001,19250,2332523
919957,WESTFIELD CAPITAL,781846209,RUSH ENTERPRISES INC USD 0.01,41850,1832612
919957,WESTFIELD CAPITAL,783549108,RYDER SYS INC USD 0.5,23180,1537529
919957,WESTFIELD CAPITAL,879360105,TELEDYNE TECHNOLOGIES INC USD 0.01,5300,1088037
919957,WESTFIELD CAPITAL,882681109,TEXAS ROADHOUSE INC USD 0.001,21510,1342009
919957,WESTFIELD CAPITAL,942622200,WATSCO INC USD 0.5,6335,1172735
919957,WESTFIELD CAPITAL,02553E106,AMERICAN EAGLE OUTFITTERS USD 0.01,61710,1453271
919957,WESTFIELD CAPITAL,34959E109,FORTINET I USD 0.001,27665,1728233
919957,WESTFIELD CAPITAL,00401C108,ACACIA COMMUNICATIONS IN USD 0.0001,16230,532182
919957,WESTFIELD CAPITAL,00434H108,ACCELERON PHARMA INC USD 0.001,15160,546518
919957,WESTFIELD CAPITAL,00461U105,ACLARIS THERAPEUTICS IN USD 0.00001,34890,617902
919957,WESTFIELD CAPITAL,08579W103,BERRY GLOBAL GROUP INC USD 0.01,39820,1921713
919957,WESTFIELD CAPITAL,15136A102,CENTENNIAL RESOURCE DEV USD 0.0001,67480,1102623
919957,WESTFIELD CAPITAL,22026V105,CORREVIO PHARMA CORP NPV,227300,640501
919957,WESTFIELD CAPITAL,28470R102,ELDORADO RESORTS INC USD 0.01,6469,291428
919957,WESTFIELD CAPITAL,28470R102,ELDORADO RESORTS INC USD 0.01,43610,1964631
919957,WESTFIELD CAPITAL,31189P102,FATE THERAPEUTICS INC USD 0.001,28060,298558
919957,WESTFIELD CAPITAL,34354P105,FLOWSERVE CORP USD 1.25,36110,1474732
919957,WESTFIELD CAPITAL,39304D102,GREEN DOT CORP USD 0.001,13520,1000210
919957,WESTFIELD CAPITAL,46071F103,INTERSECT ENT INC USD 0.001,21410,893868
919957,WESTFIELD CAPITAL,46333X108,IRONWOOD P USD 0.001,7090,125918
919957,WESTFIELD CAPITAL,46333X108,IRONWOOD P USD 0.001,30680,544877
919957,WESTFIELD CAPITAL,50212V100,LPL FINL HLDGS INC NPV,23510,1653223
919957,WESTFIELD CAPITAL,52603B107,LENDINGTREE INC NEW USD 0.01,3821,999956
919957,WESTFIELD CAPITAL,55303J106,MGP INGREDIENTS INC NEW NPV,2761,242940
919957,WESTFIELD CAPITAL,55303J106,MGP INGREDIENTS INC NEW NPV,3259,286759
919957,WESTFIELD CAPITAL,55825T103,MADISON SQUARE GARDEN CO N USD 0.01,7102,1872655
919957,WESTFIELD CAPITAL,59870L106,MILACRON HLDGS CORP USD 0.01,66970,1354133
919957,WESTFIELD CAPITAL,63845R107,NATIONAL VISION HLDGS INC USD 0.01,8625,322489
919957,WESTFIELD CAPITAL,63845R107,NATIONAL VISION HLDGS INC USD 0.01,10055,375956
919957,WESTFIELD CAPITAL,65336K103,NEXSTAR MEDIA GROUP INC USD 0.01,19590,1310571
919957,WESTFIELD CAPITAL,68213N109,OMNICELL INC USD 0.001,23460,1148367
919957,WESTFIELD CAPITAL,69478X105,PACIFIC PREMIER BANCORP IN USD 0.01,26120,1098346
919957,WESTFIELD CAPITAL,74978Q105,RSP PERMIAN INC USD 0.01,30940,1249357
919957,WESTFIELD CAPITAL,80283M101,SANTANDER CONSUMER USA HLD USD 0.01,45000,850050
919957,WESTFIELD CAPITAL,81761R109,SERVICEMASTER GLOBAL HLDGS USD 0.01,27830,1607183
919957,WESTFIELD CAPITAL,85254J102,STAG INDL COM USD0.01,56890,1539443
919957,WESTFIELD CAPITAL,86614U100,SUMMIT MATLS INC USD 0.01,49382,1362943
919957,WESTFIELD CAPITAL,87336U105,TABLEAU SOFTWARE INC USD 0.0001,5467,544623
919957,WESTFIELD CAPITAL,87336U105,TABLEAU SOFTWARE INC USD 0.0001,12693,1264477
919957,WESTFIELD CAPITAL,90385D107,ULTIMATE SOFTWARE GROUP IN USD 0.01,1493,401318
919957,WESTFIELD CAPITAL,90385D107,ULTIMATE SOFTWARE GROUP IN USD 0.01,5402,1452058
919957,WESTFIELD CAPITAL,90385V107,ULTRA CLEAN HLDGS INC USD 0.001,48110,881856
919957,WESTFIELD CAPITAL,91336L107,UNIVAR INC USD 0.01,52120,1460924
919957,WESTFIELD CAPITAL,91879Q109,VAIL RESORTS INC USD 0.01,4417,1126423
919957,WESTFIELD CAPITAL,92932M101,WNS HLDGS LTD USD 0.16 ADR,32700,1717731
919957,WESTFIELD CAPITAL,96208T104,WEX INC USD 0.01,9955,1857503
919957,WESTFIELD CAPITAL,98212B103,WPX ENERGY INC USD 0.01,88780,1538557
919957,WESTFIELD CAPITAL,98936J101,ZENDESK INC USD 0.01,44610,2537417
919957,WESTFIELD CAPITAL,G0750C108,AXALTA COATING SYSTEMS LTD USD 1.0,48310,1509688
919957,WESTFIELD CAPITAL,G0772R208,BANK OF NT BUTTERFIELD + S USD 0.01,36480,1761254
919957,WESTFIELD CAPITAL,G4705A100,ICON PLC EUR 0.06,15160,1967616
919957,WESTFIELD CAPITAL,G6674U108,NOVOCURE LTD NPV,23870,705359
919957,WESTFIELD CAPITAL,L9340P101,TRINSEO SA USD 0.01,22360,1668056
919957,WESTFIELD CAPITAL,N47279109,INTERXION HOLDING NV EUR 0.1,22100,1437163
919957,WESTFIELD CAPITAL,N96617118,WRIGHT MEDICAL GROUP NV USD 0.03,51041,1259692
919958,DELAWARE,018522300,ALLETE INC NPV,11240,850081
919958,DELAWARE,025676206,AMERICAN EQUITY INVT LIFE H USD 1.0,48463,1726252
919958,DELAWARE,043436104,ASBURY AUTOMOTIVE GROUP IN USD 0.01,8042,570982
919958,DELAWARE,047649108,ATKORE INTL GROUP INC USD 0.01,35892,770242
919958,DELAWARE,062540109,BANK HAWAII CORP USD 0.01,18840,1640964
919958,DELAWARE,067806109,BARNES GROUP INC USD 0.01,18190,1074301
919958,DELAWARE,092113109,BLACK HILLS CORP USD 1.0,18617,1056515
919958,DELAWARE,101119105,BOSTON PRIVATE FINL HLDGS I USD 1.0,1100,18920
919958,DELAWARE,101119105,BOSTON PRIVATE FINL HLDGS I USD 1.0,60037,1032636
919958,DELAWARE,105368203,BRANDYWINE REALTY TRUST USD0.01,76004,1247986
919958,DELAWARE,148806102,CATALENT INC USD 0.01,20510,805838
919958,DELAWARE,163072101,CHEESECAKE FACTORY INC USD 0.01,16012,844953
919958,DELAWARE,169905106,CHOICE HOTELS INTL INC USD 0.01,15139,1237613
919958,DELAWARE,172755100,CIRRUS LOGIC INC USD 0.001,13664,510487
919958,DELAWARE,203607106,COMMUNITY BK SYS INC USD 1.0,22384,1365872
919958,DELAWARE,218681104,CORE-MARK HLDG CO INC USD 0.01,18788,383087
919958,DELAWARE,248019101,DELUXE CORP USD 1.0,10888,733307
919958,DELAWARE,262037104,DRIL-QUIP INC USD 0.01,13046,625556
919958,DELAWARE,283677854,EL PASO ELEC CO NPV,3294,190229
919958,DELAWARE,283677854,EL PASO ELEC CO NPV,17240,995610
919958,DELAWARE,302520101,F N B CORP PA USD 0.01,3588,48617
919958,DELAWARE,302520101,F N B CORP PA USD 0.01,14693,199090
919958,DELAWARE,320209109,FIRST FINL BANCORP OHIO NPV,50598,1654555
919958,DELAWARE,320867104,FIRST MIDWEST BANCORP INC USD 0.01,51729,1385303
919958,DELAWARE,359694106,FULLER H B CO USD 1.0,7246,378314
919958,DELAWARE,359694106,FULLER H B CO USD 1.0,22857,1193364
919958,DELAWARE,391416104,GREAT WESTN BANCORP INC USD 0.01,39924,1795782
919958,DELAWARE,404030108,H+E EQUIPM USD0.01,26931,960090
919958,DELAWARE,405024100,HAEMONETICS CORP MASS USD 0.01,9169,863720
919958,DELAWARE,410120109,HANCOCK WHITNEY CORP USD 3.33,47191,2432696
919958,DELAWARE,410867105,HANOVER INS GROUP INC USD 0.01,13675,1632522
919958,DELAWARE,421946104,HEALTHCARE COM USD0.01,29035,805431
919958,DELAWARE,431284108,HIGHWOODS PROPERTIES INC USD 0.01,25619,1254819
919958,DELAWARE,460335201,INTERNATIONAL SPEEDWAY COR USD 0.01,19215,810873
919958,DELAWARE,466032109,J + J SNACK FOODS CORP NPV,400,58336
919958,DELAWARE,466032109,J + J SNACK FOODS CORP NPV,6342,924917
919958,DELAWARE,482539103,KLX INC USD 0.01,13708,994104
919958,DELAWARE,497266106,KIRBY CORP USD 0.1,2904,270943
919958,DELAWARE,497266106,KIRBY CORP USD 0.1,5099,475737
919958,DELAWARE,498904200,KNOLL INC USD 0.01,33929,690794
919958,DELAWARE,524901105,LEGG MASON INC USD 0.1,866,32614
919958,DELAWARE,524901105,LEGG MASON INC USD 0.1,23575,887835
919958,DELAWARE,529043101,LEXINGTON COM USD0.0001,101985,878091
919958,DELAWARE,556269108,MADDEN STEVEN LTD USD 0.0001,22407,1212219
919958,DELAWARE,576323109,MASTEC INC USD 0.1,1400,68810
919958,DELAWARE,576323109,MASTEC INC USD 0.1,48845,2400732
919958,DELAWARE,589433101,MEREDITH CORP USD 1.0,16977,824233
919958,DELAWARE,603158106,MINERALS T COM USD0.10,7242,542788
919958,DELAWARE,628778102,NBT BANCOR COM USD0.01,2424,94633
919958,DELAWARE,628778102,NBT BANCOR COM USD0.01,24595,960189
919958,DELAWARE,674215108,OASIS PETE INC NEW USD 0.01,93114,1158338
919958,DELAWARE,680665205,OLIN CORP USD 1.0,65475,2115497
919958,DELAWARE,682189105,ON SEMICONDUCTOR CORP USD 0.01,62633,1640985
919958,DELAWARE,703481101,PATTERSON-UTI ENERGY INC USD 0.01,77884,1473565
919958,DELAWARE,743606105,PROSPERITY BANCSHARES INC USD 1.0,18392,1364319
919958,DELAWARE,751452202,RAMCO-GERS SBI USD0.01,51558,630554
919958,DELAWARE,783859101,S + T BANCORP INC USD 2.5,7700,353045
919958,DELAWARE,783859101,S + T BANCORP INC USD 2.5,15136,693986
919958,DELAWARE,810186106,SCOTTS MIRACLE-GRO CO USD 0.01,8326,686146
919958,DELAWARE,816300107,SELECTIVE INS GROUP INC USD 2.0,3044,177922
919958,DELAWARE,816300107,SELECTIVE INS GROUP INC USD 2.0,34774,2032540
919958,DELAWARE,817565104,SERVICE CORP INTL USD 1.0,22631,829879
919958,DELAWARE,835451105,SONIC CORP USD 0.01,35016,887656
919958,DELAWARE,844895102,SOUTHWEST GAS HOLDINGS INC USD 1.0,3732,284528
919958,DELAWARE,844895102,SOUTHWEST GAS HOLDINGS INC USD 1.0,11905,907637
919958,DELAWARE,853666105,STANDARD MTR PRODS INC USD 2.0,10227,470749
919958,DELAWARE,860630102,STIFEL FINL CORP USD 0.15,27397,1635875
919958,DELAWARE,866082100,SUMMIT HOT COM USD0.01,64830,1002272
919958,DELAWARE,871607107,SYNOPSYS INC USD 0.01,28822,2584757
919958,DELAWARE,878237106,TECH DATA CORP USD 0.0015,12830,1126474
919958,DELAWARE,879369106,TELEFLEX INC USD 1.0,1310,356595
919958,DELAWARE,880349105,TENNECO IN COM USD0.01,17892,815160
919958,DELAWARE,880770102,TERADYNE INC USD 0.125,38134,1499429
919958,DELAWARE,882681109,TEXAS ROADHOUSE INC USD 0.001,9281,579042
919958,DELAWARE,903293405,USG CORP USD 0.1,36417,1501837
919958,DELAWARE,904214103,UMPQUA HLDGS CORP NPV,71227,1713722
919958,DELAWARE,904708104,UNIFIRST CORP MASS USD 0.1,5124,938973
919958,DELAWARE,919794107,VALLEY NATL BANCORP NPV,10409,135942
919958,DELAWARE,919794107,VALLEY NATL BANCORP NPV,102975,1344854
919958,DELAWARE,925550105,VIAVI SOLUTIONS INC USD 0.001,55858,544057
919958,DELAWARE,928298108,VISHAY INTERTECHNOLOGY INC USD 0.1,69815,1490550
919958,DELAWARE,939653101,WASHINGTON SBI USD0.01,3965,114271
919958,DELAWARE,939653101,WASHINGTON SBI USD0.01,31260,900913
919958,DELAWARE,947890109,WEBSTER FINL CORP WATERBUR USD 0.01,42680,2811332
919958,DELAWARE,950755108,WERNER ENTERPRISES INC USD 0.01,12986,498013
919958,DELAWARE,950755108,WERNER ENTERPRISES INC USD 0.01,19421,744795
919958,DELAWARE,950810101,WESBANCO INC USD 2.0833,27541,1310401
919958,DELAWARE,966387409,WHITING PETE CORP USD 0.001,11843,616783
919958,DELAWARE,978097103,WOLVERINE WORLD WIDE INC USD 1.0,13915,482851
919958,DELAWARE,978097103,WOLVERINE WORLD WIDE INC USD 1.0,20048,695666
919958,DELAWARE,62886E108,NCR CORP NEW USD 0.01,23276,708521
919958,DELAWARE,02208R106,ALTRA INDL MOTION CORP USD 0.001,21966,929162
919958,DELAWARE,05566U108,BOFI HLDG INC USD 0.01,3054,131169
919958,DELAWARE,08579W103,BERRY GLOBAL GROUP INC USD 0.01,47396,2287331
919958,DELAWARE,12685J105,CABLE ONE INC USD 0.01,1515,990643
919958,DELAWARE,17243V102,CINEMARK HLDGS INC USD 0.001,20096,678240
919958,DELAWARE,20337X109,COMMSCOPE HLDG CO INC USD 0.01,11975,362244
919958,DELAWARE,20337X109,COMMSCOPE HLDG CO INC USD 0.01,25814,780874
919958,DELAWARE,24665A103,DELEK US HLDGS INC NEW USD 0.01,22690,1357089
919958,DELAWARE,27579R104,EAST WEST BANCORP INC USD 0.001,60549,4335914
919958,DELAWARE,28140H203,EDUCATION COM USD0.01,19682,755395
919958,DELAWARE,29355X107,ENPRO INDS INC USD 0.01,11302,822221
919958,DELAWARE,32055Y201,FIRST INTST BANCSYSTEM INC NPV,24659,1087462
919958,DELAWARE,40650V100,HALYARD HEALTH INC,765,43483
919958,DELAWARE,40650V100,HALYARD HEALTH INC,18812,1069274
919958,DELAWARE,42330P107,HELIX ENERGY SOLUTIONS GROUP IN NPV,80139,592227
919958,DELAWARE,45073V108,ITT INC USD 1.0,43097,2299656
919958,DELAWARE,53223X107,LIFE STORA COM USD0.01,10311,977483
919958,DELAWARE,56035L104,MAIN STREE COM STK USD0.01,20282,781263
919958,DELAWARE,57776J100,MAXLINEAR INC USD 0.0001,9400,178130
919958,DELAWARE,57776J100,MAXLINEAR INC USD 0.0001,18995,359955
919958,DELAWARE,59001A102,MERITAGE H COM USD0.01,29676,1362128
919958,DELAWARE,64115T104,NETSCOUT SYS INC USD 0.001,26232,706952
919958,DELAWARE,69007J106,OUTFRONT M COM NPV,63741,1270996
919958,DELAWARE,69370C100,PTC INC USD 0.01,10130,893061
919958,DELAWARE,72348P104,PINNACLE FOODS INC DEL USD 0.01,13750,885775
919958,DELAWARE,74164F103,PRIMORIS SVCS CORP USD 0.0001,31525,839196
919958,DELAWARE,76169B102,REXNORD CORP NEW USD 0.01,20420,608924
919958,DELAWARE,78454L100,SM ENERGY CO USD 0.01,56309,1202197
919958,DELAWARE,78709Y105,SAIA INC COM USD0.001,10379,831877
919958,DELAWARE,86800U104,SUPER MICR COM STK USD0.001,37289,915445
919958,DELAWARE,87305R109,TTM TECHNO COM NPV,43553,784390
919958,DELAWARE,95082P105,WESCO INTL INC USD 0.01,9045,545414
919958,DELAWARE,G0772R208,BANK OF NT BUTTERFIELD + S USD 0.01,6704,323669
919958,DELAWARE,G7665A101,ROWAN COS PLC USD 0.125,6244,96720
919958,DELAWARE,G7665A101,ROWAN COS PLC USD 0.125,59458,921004
919958,DELAWARE,G84720104,STERIS PLC,14987,1575583
919958,DELAWARE,G9329Z100,VENATOR MATERIALS PLC NPV,23547,421256
919958,DELAWARE,L9340P101,TRINSEO SA USD 0.01,26522,1978541
919958,DELAWARE,M87915274,TOWER SEMICONDUCTOR LTD ILS 1.0,42420,3973481
919966,APEX CAPITAL MGMT,001744101,AMN HEALTH COM USD0.01,21945,1278296
919966,APEX CAPITAL MGMT,004449104,ACHAOGEN INC USD 0.001,24793,294789
919966,APEX CAPITAL MGMT,007973100,ADVANCED ENERGY INDS INC USD 0.001,12365,823880
919966,APEX CAPITAL MGMT,011642105,ALARM COM HLDGS INC NPV,22777,1022460
919966,APEX CAPITAL MGMT,073685109,BEACON ROO COM USD0.01,29974,1277192
919966,APEX CAPITAL MGMT,090672106,BIOTELEMETRY INC USD 0.001,21864,947804
919966,APEX CAPITAL MGMT,103304101,BOYD GAMING CORP USD 0.01,24854,949920
919966,APEX CAPITAL MGMT,109696104,BRINKS CO USD 1.0,14007,1102351
919966,APEX CAPITAL MGMT,132011107,CAMBREX CORP USD 0.1,16993,791874
919966,APEX CAPITAL MGMT,138098108,CANTEL MED CORP USD 0.1,9465,1012755
919966,APEX CAPITAL MGMT,148806102,CATALENT INC USD 0.01,22970,902491
919966,APEX CAPITAL MGMT,163092109,CHEGG INC USD 0.001,45576,1276128
919966,APEX CAPITAL MGMT,229050307,CRYOPORT INC USD 0.001,9400,122106
919966,APEX CAPITAL MGMT,229050307,CRYOPORT INC USD 0.001,14374,186718
919966,APEX CAPITAL MGMT,231561101,CURTISS WRIGHT CORP USD 1.0,7636,979622
919966,APEX CAPITAL MGMT,294268107,EPLUS INC USD 0.01,11274,1054119
919966,APEX CAPITAL MGMT,298736109,EURONET WORLDWIDE INC USD 0.02,27967,2374119
919966,APEX CAPITAL MGMT,302081104,EXLSERVICE HLDGS INC USD 0.001,18345,1084373
919966,APEX CAPITAL MGMT,303250104,FAIR ISAAC CORPORATION USD 0.01,6054,1148989
919966,APEX CAPITAL MGMT,379577208,GLOBUS MED INC USD 0.001,22000,1235300
919966,APEX CAPITAL MGMT,400110102,GRUBHUB INC USD 0.0001,12261,1323330
919966,APEX CAPITAL MGMT,482564101,KMG CHEMICALS INC USD 0.01,9522,643116
919966,APEX CAPITAL MGMT,525558201,LEMAITRE V COM STK USD0.01,22689,787308
919966,APEX CAPITAL MGMT,536797103,LITHIA MTRS INC NPV,13773,1355952
919966,APEX CAPITAL MGMT,546347105,LOUISIANA-PAC CORP USD 1.0,48012,1449002
919966,APEX CAPITAL MGMT,548862101,LOXO ONCOLOGY INC USD 0.0001,410,75370
919966,APEX CAPITAL MGMT,548862101,LOXO ONCOLOGY INC USD 0.0001,2585,475201
919966,APEX CAPITAL MGMT,576323109,MASTEC INC USD 0.1,24092,1184122
919966,APEX CAPITAL MGMT,576485205,MATADOR RES CO USD 0.01,494,12735
919966,APEX CAPITAL MGMT,576485205,MATADOR RES CO USD 0.01,35128,905600
919966,APEX CAPITAL MGMT,576690101,MATERION CORP NPV,14496,801629
